Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
F,19,2240.9,Low,Working,Laborers,Semi-Urban,145378.63,437.24,N,Y,2.0,646.61,1,Unpossessed,976,2240.9,4,Rural,1,256683.71,0.0
M,45,5776.81,Low,Commercial associate,Managers,Rural,133252.84,1404.31,Y,N,2.0,748.65,0,Unpossessed,239,5776.81,4,Rural,1,182025.97,86614.35
F,58,3086.58,Low,State servant,High skill tech staff,Semi-Urban,24793.22,194.68,N,N,4.0,770.18,0,Active,773,3086.58,3,Urban,0,36678.46,0.0
F,43,1245.3,Low,Commercial associate,Cooking staff,Rural,31775.09,-999.0,N,Y,3.0,734.1,0,Unpossessed,653,1245.3,1,Urban,1,36337.01,22242.56
M,18,1865.07,Low,Working,Sales staff,Semi-Urban,34399.34,186.05,Y,Y,1.0,830.01,0,Inactive,159,1865.07,3,Rural,1,52825.2,24079.54
F,24,2298.57,Low,Working,Sales staff,Semi-Urban,31296.73,307.51,Y,Y,2.0,695.96,0,Unpossessed,521,2298.57,1,Semi-Urban,1,36478.68,21907.71
F,56,5263.55,Low,Working,Laborers,Rural,125835.75,676.57,N,Y,2.0,799.74,0,Inactive,177,5263.55,2,Rural,1,164032.32,0.0
M,20,961.88,Low,Working,Cleaning staff,Semi-Urban,37867.02,250.42,Y,N,2.0,672.69,0,Unpossessed,516,961.88,1,Urban,1,61933.25,26506.91
F,35,2456.2,Low,Working,Sales staff,Semi-Urban,24641.02,300.19,N,Y,2.0,661.52,0,Unpossessed,566,2456.2,4,Urban,1,29367.85,16016.66
M,18,1577.44,Low,Working,Cooking staff,Semi-Urban,121290.95,362.05,N,N,2.0,846.32,0,Active,310,1577.44,4,Rural,1,219122.61,97032.76
M,61,3188.13,Low,Commercial associate,Private service staff,Semi-Urban,226297.83,698.44,Y,Y,3.0,671.53,0,Unpossessed,175,3188.13,3,Urban,1,394947.02,147093.59
F,52,685.51,Low,Working,Security staff,Semi-Urban,199590.53,491.65,N,Y,3.0,770.08,0,Unpossessed,942,685.51,1,Rural,1,336871.7,159672.42
F,43,3341.49,Low,State servant,Core staff,Urban,94799.13,289.05,N,Y,4.0,828.58,0,Active,172,3341.49,2,Urban,0,135865.49,0.0
F,25,1727.65,Low,Working,Accountants,Semi-Urban,68554.59,512.62,N,Y,2.0,656.14,0,Unpossessed,671,1727.65,2,Rural,1,104461.83,44560.48
F,46,1304.78,Low,Working,Laborers,Semi-Urban,89545.11,273.41,N,Y,1.0,739.02,0,Active,392,1304.78,1,Semi-Urban,1,116012.56,58204.32
M,19,2395.39,Low,Working,Laborers,Urban,79964.45,582.41,N,Y,2.0,796.98,0,Unpossessed,156,2395.39,1,Rural,0,98257.44,0.0
M,59,2326.25,Low,Working,Sales staff,Semi-Urban,74541.8,407.53,N,Y,4.0,648.23,0,Unpossessed,422,2326.25,2,Rural,1,97009.22,0.0
M,32,3244.08,Low,Commercial associate,Managers,Semi-Urban,37942.02,411.12,Y,Y,4.0,669.39,1,Unpossessed,935,3244.08,3,Rural,1,52136.8,24662.31
M,50,2807.99,Low,Commercial associate,Laborers,Rural,157910.47,466.28,Y,Y,3.0,677.34,0,Unpossessed,133,2807.99,2,Semi-Urban,0,240476.41,0.0
F,18,1569.16,Low,Commercial associate,Managers,Semi-Urban,109612.31,418.85,N,Y,3.0,705.88,0,Unpossessed,536,1569.16,4,Semi-Urban,1,167303.48,76728.62
M,32,1605.28,Low,Working,Accountants,Semi-Urban,48424.86,243.27,N,Y,1.0,808.95,0,Active,267,1605.28,2,Rural,1,72169.17,0.0
F,56,761.01,Low,Working,Cooking staff,Semi-Urban,38594.28,332.38,N,N,2.0,600.37,0,Inactive,412,761.01,3,Urban,0,51081.6,0.0
F,59,1832.53,Low,Working,Drivers,Semi-Urban,43854.22,286.51,N,Y,1.0,645.67,1,Active,670,1832.53,3,Urban,1,80620.54,0.0
F,27,3788.99,Low,Working,Laborers,Semi-Urban,155701.98,412.25,Y,Y,4.0,800.8,0,Active,990,3788.99,2,Semi-Urban,1,275209.35,116776.49
M,45,3195.8,Low,Working,Sales staff,Semi-Urban,100535.5,463.83,N,Y,2.0,753.36,0,Unpossessed,369,3195.8,1,Semi-Urban,1,161029.28,80428.4
F,47,1474.94,Low,Working,Accountants,Semi-Urban,61561.27,229.97,Y,Y,4.0,771.35,0,Inactive,210,1474.94,4,Rural,1,82387.26,46170.95
M,62,2127.8,Low,Working,Sales staff,Semi-Urban,39225.98,262.1,Y,Y,2.0,671.93,1,Unpossessed,156,2127.8,1,Rural,1,72006.19,25496.89
F,53,1887.51,Low,Commercial associate,Medicine staff,Semi-Urban,28057.11,123.19,Y,Y,4.0,667.34,0,Active,682,1887.51,3,Rural,1,43486.86,18237.12
M,18,2008.79,Low,Working,Laborers,Urban,70634.2,484.64,N,Y,3.0,711.72,0,Inactive,919,2008.79,3,Semi-Urban,1,104290.14,49443.94
M,61,4444.41,Low,Working,Laborers,Semi-Urban,176286.21,475.17,Y,Y,3.0,693.76,0,Active,651,4444.41,1,Semi-Urban,1,290453.15,0.0
M,47,2898.53,Low,State servant,Accountants,Semi-Urban,37650.79,230.72,Y,Y,5.0,784.91,0,Active,93,2898.53,2,Semi-Urban,1,42259.04,26355.55
M,26,2259.26,Low,Working,Core staff,Urban,116856.85,337.11,Y,N,2.0,831.12,0,Unpossessed,669,2259.26,4,Rural,1,172519.37,87642.64
F,29,3787.45,Low,Working,Laborers,Semi-Urban,119890.17,488.57,Y,Y,3.0,663.5,1,Inactive,940,3787.45,2,Rural,0,177924.92,0.0
M,54,1138.57,Low,State servant,Medicine staff,Rural,12819.06,161.5,N,Y,2.0,658.63,0,Unpossessed,917,1138.57,4,Urban,1,15693.02,8973.34
M,29,2521.95,Low,Working,Managers,Semi-Urban,33757.86,168.15,N,Y,2.0,762.47,0,Unpossessed,899,2521.95,1,Urban,1,55514.07,23630.5
F,49,1175.41,Low,Commercial associate,Sales staff,Semi-Urban,32639.24,182.21,Y,N,2.0,754.82,0,Active,753,1175.41,3,Rural,1,48827.77,24479.43
F,59,2373.63,Low,Working,Core staff,Semi-Urban,180505.05,718.45,N,Y,2.0,862.86,0,Unpossessed,749,2373.63,4,Rural,1,219572.61,126353.53
F,29,1791.84,Low,Commercial associate,Laborers,Semi-Urban,41600.21,203.05,N,Y,1.0,665.6,0,Unpossessed,949,1791.84,2,Urban,1,-999.0,29120.15
M,52,3036.78,Low,Working,Laborers,Semi-Urban,38848.76,221.25,Y,Y,3.0,631.56,0,Inactive,594,3036.78,2,Semi-Urban,1,44260.5,0.0
M,45,1384.58,Low,Working,Core staff,Semi-Urban,73170.2,274.43,Y,Y,4.0,787.42,0,Active,651,1384.58,1,Semi-Urban,1,127486.51,54877.65
F,45,3327.43,Low,State servant,Core staff,Semi-Urban,160307.12,424.18,Y,Y,1.0,655.47,0,Unpossessed,782,3327.43,3,Semi-Urban,1,228277.48,112214.98
M,19,7012.65,Low,State servant,Laborers,Semi-Urban,169022.56,783.46,Y,Y,2.0,666.08,0,Active,562,7012.65,3,Semi-Urban,1,244082.01,109864.66
F,53,3889.09,Low,Commercial associate,Sales staff,Urban,287414.98,807.54,Y,N,1.0,666.1,0,Unpossessed,188,3889.09,3,Semi-Urban,0,456083.98,0.0
M,46,2467.4,Low,Working,Sales staff,Semi-Urban,39795.55,211.28,Y,Y,2.0,769.92,0,Unpossessed,557,2467.4,2,Semi-Urban,0,53989.97,0.0
M,21,1309.75,Low,Working,Laborers,Semi-Urban,45753.23,238.13,Y,N,1.0,676.96,0,Unpossessed,819,1309.75,1,Urban,1,80768.24,32027.26
M,49,1972.97,Low,Working,Sales staff,Semi-Urban,34925.55,159.15,N,N,3.0,602.7,0,Unpossessed,392,1972.97,1,Semi-Urban,1,53691.72,0.0
F,27,1540.58,Low,State servant,Laborers,Semi-Urban,38135.94,304.02,N,Y,4.0,695.96,1,Active,140,1540.58,1,Rural,1,61335.35,24788.36
M,22,3797.97,Low,Working,Cooking staff,Semi-Urban,118155.32,635.95,N,N,2.0,738.81,0,Active,903,3797.97,4,Semi-Urban,1,193535.39,76800.96
F,18,1359.22,Low,Working,Sales staff,Semi-Urban,137479.78,397.6,N,N,2.0,830.13,0,Inactive,783,1359.22,2,Semi-Urban,0,190936.47,0.0
F,28,1902.53,Low,Working,Sales staff,Rural,36749.61,180.92,Y,N,2.0,725.66,0,Inactive,359,1902.53,3,Rural,1,51771.99,25724.73
F,26,2134.12,Low,Working,Core staff,Semi-Urban,99871.22,471.43,N,N,2.0,722.31,0,Active,172,2134.12,2,Urban,1,170291.25,69909.85
F,25,1208.78,Low,Working,Core staff,Semi-Urban,81507.17,396.75,Y,Y,2.0,646.94,1,Unpossessed,335,1208.78,2,Urban,1,134526.34,0.0
M,45,2964.29,Low,Working,Laborers,Semi-Urban,18605.03,127.02,Y,Y,2.0,713.84,0,Inactive,210,2964.29,4,Rural,1,33479.76,13023.52
M,23,3076.13,Low,Commercial associate,Accountants,Urban,82096.95,420.95,Y,Y,3.0,848.74,0,Unpossessed,609,3076.13,1,Urban,1,132251.22,65677.56
F,21,2431.34,Low,Working,Sales staff,Semi-Urban,41550.61,259.83,Y,Y,3.0,659.36,0,Inactive,588,2431.34,1,Rural,1,49855.05,29085.43
M,18,3986.16,Low,Commercial associate,Core staff,Semi-Urban,174658.91,545.58,N,Y,1.0,712.91,0,Active,941,3986.16,1,Rural,1,330469.09,113528.29
M,52,1815.12,Low,Working,Sales staff,Semi-Urban,206262.4,523.32,N,Y,3.0,754.01,0,Inactive,211,1815.12,1,Semi-Urban,1,242282.96,165009.92
F,18,2562.97,Low,State servant,Core staff,Semi-Urban,40151.71,418.63,N,Y,2.0,845.5,0,Active,646,2562.97,4,Semi-Urban,1,47608.18,28106.2
F,36,3815.41,Low,State servant,Laborers,Semi-Urban,123422.25,452.64,N,N,1.0,688.89,0,Unpossessed,473,3815.41,3,Urban,1,205975.86,80224.46
F,27,4473.5,Low,Working,High skill tech staff,Urban,101367.11,519.62,N,N,4.0,766.74,0,Unpossessed,995,4473.5,1,Semi-Urban,1,189901.46,76025.33
M,21,1398.04,Low,Working,Core staff,Semi-Urban,26822.29,250.14,N,N,1.0,774.81,0,Inactive,690,1398.04,2,Semi-Urban,1,31917.45,0.0
M,26,3902.06,Low,Working,Drivers,Urban,111913.18,713.61,Y,Y,1.0,683.52,0,Unpossessed,63,3902.06,1,Semi-Urban,0,176650.18,0.0
M,18,2302.96,Low,Commercial associate,Laborers,Urban,48430.22,240.62,N,Y,2.0,680.06,0,Unpossessed,18,2302.96,3,Semi-Urban,0,64366.87,0.0
F,42,1335.38,Low,State servant,Laborers,Semi-Urban,91749.99,951.34,N,N,3.0,743.78,0,Active,662,1335.38,4,Semi-Urban,1,160022.93,59637.49
F,63,1275.47,Low,Commercial associate,Sales staff,Rural,38363.06,303.98,N,N,3.0,682.39,0,Active,173,1275.47,1,Urban,1,50345.07,0.0
F,59,1409.84,Low,Working,Laborers,Rural,107192.23,421.85,Y,Y,3.0,645.2,1,Active,545,1409.84,2,Rural,1,138580.77,0.0
F,56,2094.79,Low,Commercial associate,Laborers,Semi-Urban,122919.96,398.33,N,N,1.0,686.53,1,Inactive,95,2094.79,2,Rural,1,211529.34,79897.97
F,38,2058.74,Low,Commercial associate,Sales staff,Semi-Urban,111219.04,564.34,N,Y,3.0,753.22,0,Inactive,678,2058.74,1,Semi-Urban,1,175829.44,0.0
M,18,3160.99,Low,Working,Laborers,Semi-Urban,60628.3,317.48,N,N,3.0,762.77,0,Unpossessed,112,3160.99,1,Rural,1,97154.28,42439.81
M,37,4042.35,Low,State servant,Medicine staff,Semi-Urban,71431.97,395.54,N,N,2.0,677.61,1,Inactive,616,4042.35,1,Semi-Urban,1,93182.46,46430.78
F,23,1942.52,Low,Working,Low-skill Laborers,Rural,144955.6,817.0,N,N,1.0,641.13,0,Inactive,216,1942.52,3,Urban,0,175649.44,0.0
M,43,2014.87,Low,State servant,Managers,Semi-Urban,6310.26,61.33,Y,Y,2.0,726.5,0,Inactive,22,2014.87,1,Rural,1,8012.24,4417.18
M,18,4042.02,Low,Commercial associate,Accountants,Urban,97786.37,482.65,Y,Y,4.0,760.74,0,Inactive,188,4042.02,3,Semi-Urban,0,173569.1,0.0
F,18,5350.94,Low,Commercial associate,Managers,Semi-Urban,99492.44,516.71,Y,Y,2.0,733.68,0,Inactive,344,5350.94,3,Rural,0,188950.33,0.0
F,24,858.65,Low,Working,Laborers,Semi-Urban,27325.95,131.6,N,Y,4.0,682.37,0,Unpossessed,497,858.65,1,Semi-Urban,0,40212.7,0.0
M,40,1701.85,Low,Commercial associate,Sales staff,Semi-Urban,189227.2,496.37,N,Y,1.0,704.31,0,Active,162,1701.85,2,Rural,1,329850.28,132459.04
M,63,5669.34,Low,Working,Laborers,Semi-Urban,209221.8,557.94,N,Y,4.0,669.87,0,Unpossessed,69,5669.34,2,Rural,1,364868.58,146455.26
M,26,1597.77,Low,Commercial associate,Accountants,Semi-Urban,75331.35,360.03,Y,Y,3.0,693.03,1,Unpossessed,367,1597.77,2,Semi-Urban,1,109541.18,52731.94
F,35,2678.15,Low,Working,Accountants,Semi-Urban,98620.93,296.46,N,Y,1.0,848.94,0,Active,943,2678.15,1,Semi-Urban,1,133273.58,0.0
F,30,2447.24,Low,Working,Sales staff,Semi-Urban,109278.69,425.17,Y,N,1.0,657.47,0,Unpossessed,461,2447.24,4,Rural,0,152716.96,0.0
M,21,1589.0,Low,Commercial associate,Sales staff,Semi-Urban,101083.06,475.62,N,N,2.0,741.9,1,Inactive,214,1589.0,1,Urban,1,179901.84,70758.14
M,54,1798.08,Low,Working,High skill tech staff,Semi-Urban,27824.02,157.85,N,Y,4.0,671.46,0,Inactive,298,1798.08,1,Semi-Urban,1,48058.2,-999.0
M,36,1141.55,Low,Working,Laborers,Rural,76381.92,540.2,Y,Y,3.0,755.07,0,Active,83,1141.55,3,Rural,1,135168.55,0.0
F,40,3810.58,Low,Working,Core staff,Rural,190182.39,647.71,N,N,1.0,815.03,1,Inactive,597,3810.58,4,Urban,1,308727.6,0.0
F,55,1261.47,Low,Commercial associate,Core staff,Semi-Urban,53511.75,262.29,N,N,2.0,779.09,0,Active,525,1261.47,1,Rural,1,83056.92,40133.81
F,18,914.65,Low,Commercial associate,Cleaning staff,Semi-Urban,53690.58,293.53,N,Y,2.0,697.36,0,Active,228,914.65,2,Semi-Urban,1,81424.76,0.0
F,43,2745.81,Low,Commercial associate,Drivers,Semi-Urban,25720.28,127.16,Y,Y,2.0,652.41,1,Inactive,338,2745.81,3,Rural,1,36905.21,16718.18
M,61,5224.72,Low,Working,Sales staff,Rural,36390.7,204.71,Y,Y,4.0,765.81,0,Inactive,394,5224.72,2,Urban,0,42925.49,0.0
M,19,1717.83,Low,Working,Laborers,Semi-Urban,21414.89,247.09,N,N,1.0,665.26,0,Active,666,1717.83,4,Rural,0,32299.91,0.0
M,20,1558.95,Low,Working,Laborers,Rural,164124.9,559.83,N,N,4.0,706.89,0,Unpossessed,930,1558.95,3,Semi-Urban,1,202827.34,106681.18
M,35,1614.48,Low,Commercial associate,Security staff,Semi-Urban,34896.51,231.02,N,Y,1.0,625.79,0,Unpossessed,905,1614.48,2,Semi-Urban,1,53687.47,0.0
F,18,3142.57,Low,Working,Sales staff,Rural,123235.98,434.47,N,N,3.0,830.67,0,Active,77,3142.57,3,Urban,1,219077.94,92426.98
M,47,2371.56,Low,State servant,Managers,Rural,45729.88,241.11,N,Y,6.0,829.1,0,Unpossessed,658,2371.56,3,Rural,1,72426.64,32010.92
M,20,2805.88,Low,Commercial associate,Security staff,Semi-Urban,136039.09,604.09,Y,Y,2.0,793.03,0,Active,321,2805.88,2,Rural,0,156713.43,0.0
M,18,1032.91,Low,Working,Laborers,Semi-Urban,25341.33,141.03,N,N,1.0,672.71,0,Inactive,522,1032.91,3,Semi-Urban,1,39931.52,16471.86
M,47,4623.68,Low,Working,Drivers,Semi-Urban,45388.51,436.88,Y,N,4.0,688.53,0,Active,99,4623.68,1,Urban,1,59875.19,0.0
M,54,1723.95,Low,Working,Drivers,Semi-Urban,132398.35,445.77,Y,Y,3.0,587.42,0,Unpossessed,360,1723.95,3,Rural,1,234140.15,0.0
M,28,2700.65,Low,Commercial associate,Security staff,Semi-Urban,173051.91,651.16,N,N,2.0,796.37,0,Inactive,114,2700.65,3,Urban,1,229171.81,129788.93
M,59,3171.26,Low,Commercial associate,Managers,Semi-Urban,79083.91,871.43,Y,Y,3.0,805.1,0,Unpossessed,447,3171.26,4,Semi-Urban,1,145421.08,55358.74
M,18,1300.83,Low,Working,Accountants,Rural,35809.4,245.1,Y,N,1.0,649.47,0,Inactive,574,1300.83,3,Urban,1,46056.3,0.0
M,49,1592.11,Low,Commercial associate,Cooking staff,Rural,148087.34,417.04,N,Y,2.0,769.77,0,Unpossessed,287,1592.11,4,Rural,1,262596.97,111065.5
F,45,1068.23,Low,Working,Security staff,Rural,33074.85,358.13,Y,Y,2.0,716.76,0,Inactive,819,1068.23,1,Urban,1,49381.26,21498.65
F,44,1491.55,Low,State servant,Managers,Rural,63533.78,334.44,N,N,1.0,743.94,1,Unpossessed,238,1491.55,2,Semi-Urban,1,116612.7,44473.65
F,34,5005.17,Low,Working,Sales staff,Semi-Urban,45683.67,311.92,N,Y,2.0,762.44,0,Unpossessed,11,5005.17,3,Semi-Urban,1,86701.58,31978.57
M,56,5047.01,Low,Working,Security staff,Urban,129979.22,392.72,Y,N,3.0,843.7,0,Inactive,302,5047.01,4,Rural,0,155453.35,0.0
F,38,4367.93,Low,Working,Laborers,Semi-Urban,189921.27,523.87,N,Y,4.0,833.93,0,Unpossessed,513,4367.93,4,Urban,1,356672.99,0.0
F,59,1974.63,Low,Working,Laborers,Semi-Urban,144345.93,588.55,Y,Y,2.0,777.01,0,Inactive,390,1974.63,1,Rural,1,226935.57,108259.45
F,19,1764.0,Low,Working,Medicine staff,Semi-Urban,28515.07,144.86,N,Y,2.0,837.3,0,Inactive,904,1764.0,1,Rural,1,41176.56,19960.55
M,30,2064.93,Low,Commercial associate,Sales staff,Semi-Urban,99951.6,528.75,N,Y,3.0,654.02,0,Active,593,2064.93,4,Semi-Urban,1,181697.01,64968.54
F,50,2025.6,Low,Working,Laborers,Semi-Urban,109682.66,432.38,Y,Y,3.0,833.45,0,Active,406,2025.6,2,Rural,1,182010.2,76777.86
M,55,2376.39,Low,Working,Sales staff,Semi-Urban,50792.16,226.16,N,N,2.0,648.79,0,Unpossessed,449,2376.39,2,Semi-Urban,1,88265.94,0.0
M,18,2045.74,Low,Commercial associate,Laborers,Semi-Urban,55851.62,280.36,N,Y,2.0,718.88,0,Inactive,728,2045.74,3,Urban,1,102477.47,39096.13
F,18,2830.14,Low,Working,Managers,Semi-Urban,42389.91,269.35,N,Y,1.0,681.47,0,Active,417,2830.14,3,Rural,0,66377.46,0.0
F,49,3331.82,Low,Working,Laborers,Semi-Urban,92655.64,412.41,N,Y,1.0,774.05,0,Inactive,548,3331.82,1,Urban,1,136282.91,64858.95
M,18,2545.79,Low,Working,High skill tech staff,Semi-Urban,62989.96,692.97,N,N,2.0,668.01,0,Unpossessed,711,2545.79,3,Urban,1,84071.46,44092.97
M,38,19768.89,Low,Working,Managers,Rural,42627.4,232.53,N,N,2.0,804.16,0,Active,576,19768.89,3,Rural,1,67078.93,31970.55
F,31,2685.44,Low,Working,Laborers,Rural,38792.21,200.72,Y,Y,3.0,702.61,0,Inactive,645,2685.44,2,Rural,1,56913.13,25214.94
M,44,2408.55,Low,Working,Core staff,Semi-Urban,38953.22,159.9,Y,N,3.0,774.32,0,Unpossessed,765,2408.55,3,Urban,1,64081.17,27267.25
M,47,4231.84,Low,Working,Laborers,Rural,34880.11,285.75,N,Y,2.0,682.34,1,Unpossessed,315,4231.84,3,Rural,1,40555.92,24416.08
M,54,5622.97,Low,Working,Laborers,Semi-Urban,126478.62,578.59,Y,Y,2.0,849.14,0,Inactive,289,5622.97,3,Rural,1,146610.48,101182.9
F,45,6782.1,Low,Working,Drivers,Semi-Urban,89677.22,524.62,Y,N,3.0,652.77,1,Inactive,260,6782.1,2,Semi-Urban,1,126444.08,62774.05
M,37,2691.13,Low,Working,Core staff,Semi-Urban,76368.76,380.48,N,Y,2.0,634.33,0,Unpossessed,890,2691.13,2,Semi-Urban,1,128919.81,0.0
M,29,2480.8,Low,Working,Laborers,Semi-Urban,77208.08,647.27,Y,Y,3.0,719.18,0,Active,540,2480.8,4,Semi-Urban,1,103516.7,54045.66
F,37,1254.52,Low,Working,Laborers,Rural,20268.02,179.64,N,Y,2.0,624.5,1,Unpossessed,308,1254.52,4,Semi-Urban,0,22966.03,0.0
M,46,3502.87,Low,State servant,Core staff,Urban,41472.26,274.43,Y,Y,4.0,775.02,1,Unpossessed,389,3502.87,2,Urban,1,49109.17,31104.2
M,46,2833.58,Low,State servant,Core staff,Rural,113909.46,360.78,N,Y,4.0,745.91,1,Inactive,229,2833.58,3,Rural,1,162743.87,79736.62
M,50,1323.72,Low,Working,Cooking staff,Semi-Urban,20948.8,127.36,N,N,4.0,749.56,0,Active,610,1323.72,1,Rural,1,27631.11,13616.72
F,37,1193.79,Low,Working,Sales staff,Semi-Urban,52238.75,240.84,N,N,2.0,747.84,0,Active,490,1193.79,4,Rural,0,83486.46,0.0
M,25,1684.3,Low,Working,Laborers,Semi-Urban,88061.75,488.83,N,Y,2.0,666.27,1,Inactive,257,1684.3,4,Urban,1,157852.63,57240.14
F,41,994.76,Low,Commercial associate,Medicine staff,Rural,105667.33,407.42,N,N,2.0,645.12,0,Active,545,994.76,2,Rural,1,155083.56,0.0
M,18,1675.77,Low,Commercial associate,Laborers,Semi-Urban,140232.31,543.18,Y,Y,2.0,846.66,0,Active,825,1675.77,2,Semi-Urban,1,219442.44,98162.62
F,18,3385.27,Low,Commercial associate,Accountants,Semi-Urban,182700.44,534.24,Y,Y,2.0,874.38,1,Active,787,3385.27,2,Semi-Urban,1,209515.9,137025.33
F,63,2398.16,Low,Working,Managers,Semi-Urban,38996.5,223.17,N,Y,1.0,787.77,0,Inactive,768,2398.16,2,Semi-Urban,1,66253.19,31197.2
M,38,1673.82,Low,Commercial associate,Managers,Semi-Urban,55777.86,295.82,N,N,2.0,760.57,0,Unpossessed,951,1673.82,1,Semi-Urban,1,100290.11,44622.29
F,19,851.97,Low,Working,Sales staff,Semi-Urban,19287.58,143.39,N,Y,3.0,799.09,0,Active,503,851.97,3,Rural,1,31983.63,0.0
M,25,4538.29,Low,Commercial associate,Managers,Semi-Urban,80944.22,245.44,N,N,2.0,813.17,0,Unpossessed,593,4538.29,4,Semi-Urban,1,153733.07,64755.38
F,38,1835.59,Low,Commercial associate,Core staff,Semi-Urban,75127.54,231.06,N,Y,4.0,721.97,0,Unpossessed,441,1835.59,4,Rural,1,117539.23,52589.28
F,34,1982.44,Low,Working,Managers,Semi-Urban,126177.87,532.83,N,Y,2.0,706.2,0,Active,466,1982.44,2,Rural,1,232891.18,88324.51
M,26,1886.26,Low,Working,Laborers,Semi-Urban,25343.24,125.37,Y,Y,1.0,732.53,0,Unpossessed,23,1886.26,1,Semi-Urban,1,32917.89,16473.11
F,21,1359.33,Low,Working,Laborers,Semi-Urban,82689.81,451.45,N,Y,3.0,785.68,0,Unpossessed,43,1359.33,3,Semi-Urban,1,133602.44,57882.87
F,57,2749.42,Low,Commercial associate,Managers,Semi-Urban,40718.53,322.47,N,Y,3.0,808.69,1,Active,310,2749.42,4,Rural,1,70059.99,30538.9
F,39,2706.78,Low,Commercial associate,Sales staff,Semi-Urban,18287.62,180.13,N,Y,1.0,736.78,0,Inactive,856,2706.78,2,Urban,1,24366.53,11886.95
F,18,2029.34,Low,Working,Laborers,Semi-Urban,70848.59,348.99,N,Y,2.0,678.94,0,Inactive,879,2029.34,1,Urban,1,80518.33,46051.58
M,59,3500.62,Low,Working,Managers,Semi-Urban,77184.36,438.46,N,Y,2.0,852.71,0,Active,306,3500.62,1,Semi-Urban,1,110711.85,57888.27
F,18,1357.58,Low,Working,Core staff,Semi-Urban,37854.51,422.85,N,Y,4.0,659.38,0,Unpossessed,781,1357.58,1,Semi-Urban,1,67868.03,24605.43
M,46,3102.92,Low,Working,Drivers,Semi-Urban,106542.28,590.35,N,N,2.0,617.53,0,Unpossessed,509,3102.92,2,Rural,1,137700.8,0.0
F,18,1718.03,Low,Working,Sales staff,Semi-Urban,60101.05,433.08,N,N,4.0,740.33,0,Active,25,1718.03,3,Urban,1,96168.1,42070.74
F,50,2504.11,Low,Commercial associate,Sales staff,Semi-Urban,171495.39,469.81,Y,Y,3.0,801.89,0,Unpossessed,47,2504.11,2,Urban,1,219546.21,137196.31
F,43,1767.13,Low,Working,Laborers,Semi-Urban,54823.7,309.78,N,Y,2.0,714.22,0,Active,780,1767.13,2,Rural,0,102983.6,0.0
M,36,3116.11,Low,Working,Low-skill Laborers,Semi-Urban,152699.51,751.78,N,Y,3.0,659.84,1,Unpossessed,558,3116.11,2,Rural,0,199880.41,0.0
F,27,4317.84,Low,Working,Managers,Semi-Urban,159108.01,872.65,N,N,1.0,714.46,0,Inactive,733,4317.84,3,Rural,0,295214.74,0.0
F,30,4372.07,Low,Commercial associate,Accountants,Semi-Urban,141175.48,687.78,Y,N,2.0,843.14,0,Inactive,788,4372.07,2,Semi-Urban,1,213884.32,112940.38
M,18,1717.69,Low,Working,Cooking staff,Rural,80456.84,403.18,N,N,3.0,697.73,0,Active,599,1717.69,1,Rural,1,111191.58,56319.79
M,62,3685.22,Low,Commercial associate,Laborers,Urban,268960.1,728.79,N,Y,3.0,775.14,0,Active,688,3685.22,1,Rural,1,412897.31,0.0
M,18,2326.77,Low,Working,Cleaning staff,Semi-Urban,86019.55,459.01,N,Y,4.0,733.9,0,Active,324,2326.77,1,Rural,1,109368.23,60213.68
M,33,6118.14,Low,Commercial associate,Managers,Semi-Urban,80157.47,363.51,Y,Y,5.0,689.74,0,Inactive,370,6118.14,1,Semi-Urban,1,93143.44,0.0
M,29,2422.69,Low,Working,Laborers,Semi-Urban,119822.19,518.91,Y,Y,4.0,683.4,0,Active,263,2422.69,2,Semi-Urban,1,167631.6,83875.53
F,57,3080.95,Low,Working,Sales staff,Semi-Urban,129355.92,664.13,N,Y,2.0,702.5,0,Active,620,3080.95,4,Rural,1,174516.76,84081.35
M,18,1488.67,Low,Working,Laborers,Semi-Urban,118549.07,327.48,Y,N,4.0,704.74,0,Inactive,962,1488.67,4,Semi-Urban,1,206482.16,77056.9
M,62,2656.87,Low,Working,Security staff,Semi-Urban,93387.55,318.14,N,N,2.0,677.04,0,Active,481,2656.87,2,Rural,1,153169.66,60701.91
M,37,3808.82,Low,Working,Drivers,Semi-Urban,57483.61,351.99,Y,Y,3.0,672.45,0,Active,163,3808.82,3,Semi-Urban,1,79842.38,37364.35
M,38,3762.85,Low,Commercial associate,Managers,Semi-Urban,247277.45,768.28,N,Y,2.0,813.71,1,Active,146,3762.85,2,Semi-Urban,1,431947.43,185458.09
M,41,3416.1,Low,Commercial associate,Accountants,Semi-Urban,154459.33,1117.02,N,Y,4.0,779.29,0,Inactive,162,3416.1,2,Rural,1,264372.99,115844.5
M,41,2104.1,Low,Working,Managers,Semi-Urban,20632.39,101.97,N,N,4.0,736.93,1,Unpossessed,418,2104.1,1,Rural,1,26240.86,13411.05
M,18,2546.84,Low,Working,Laborers,Semi-Urban,162786.81,424.55,Y,Y,3.0,809.9,0,Inactive,930,2546.84,3,Semi-Urban,1,248829.64,122090.11
